,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,Request.Hour,Drop.Hour,TimeSlot
264,6401,Airport,26,Trip Completed,7/15/2016 19:33,7/15/2016 20:16,19,20,Late evening(17-21)
265,204,City,27,Trip Completed,7/11/2016 6:04,7/11/2016 6:44,6,6,Early morning(05-08)
266,632,Airport,27,Trip Completed,7/11/2016 12:20,7/11/2016 13:10,12,13,Afternoon(12-16)
267,763,City,27,Trip Completed,7/11/2016 16:19,7/11/2016 17:25,16,17,Afternoon(12-16)
268,1786,Airport,27,Trip Completed,7/12/2016 9:03,7/12/2016 9:58,9,9,Morning(09-11)
269,1968,City,27,Trip Completed,7/12/2016 12:10,7/12/2016 12:49,12,12,Afternoon(12-16)
270,2088,Airport,27,Trip Completed,7/12/2016 15:51,7/12/2016 17:02,15,17,Afternoon(12-16)
271,2473,Airport,27,Trip Completed,7/12/2016 20:43,7/12/2016 21:20,20,21,Late evening(17-21)
272,2869,Airport,27,Trip Completed,7/13/2016 5:50,7/13/2016 6:27,5,6,Early morning(05-08)
273,3742,Airport,27,Trip Completed,7/13/2016 20:24,7/13/2016 20:48,20,20,Late evening(17-21)
274,4440,Airport,27,Trip Completed,7/14/2016 8:26,7/14/2016 9:00,8,9,Early morning(05-08)
275,5234,City,27,Trip Completed,7/14/2016 21:09,7/14/2016 21:52,21,21,Late evening(17-21)
276,6354,Airport,27,Trip Completed,7/15/2016 18:59,7/15/2016 19:35,18,19,Late evening(17-21)
277,6638,City,27,Trip Completed,7/15/2016 21:59,7/15/2016 23:13,21,23,Late evening(17-21)
278,84,City,28,Trip Completed,7/11/2016 4:50,7/11/2016 5:26,4,5,Mid-night(00-04)
279,1199,City,28,Trip Completed,7/11/2016 21:17,7/11/2016 21:53,21,21,Late evening(17-21)
280,1676,Airport,28,Trip Completed,7/12/2016 7:44,7/12/2016 8:40,7,8,Early morning(05-08)
281,2774,City,28,Trip Completed,7/13/2016 4:33,7/13/2016 5:13,4,5,Mid-night(00-04)
282,3220,Airport,28,Trip Completed,7/13/2016 9:51,7/13/2016 10:24,9,10,Morning(09-11)
283,3718,Airport,28,Trip Completed,7/13/2016 19:56,7/13/2016 20:47,19,20,Late evening(17-21)
284,4904,Airport,28,Trip Completed,7/14/2016 18:02,7/14/2016 18:58,18,18,Late evening(17-21)
285,6527,Airport,28,Trip Completed,7/15/2016 20:54,7/15/2016 21:53,20,21,Late evening(17-21)
286,6710,City,28,Trip Completed,7/15/2016 23:02,7/16/2016 0:12,23,0,Night(22-24)
287,1584,Airport,29,Trip Completed,7/12/2016 6:26,7/12/2016 7:18,6,7,Early morning(05-08)
288,1966,Airport,29,Trip Completed,7/12/2016 12:05,7/12/2016 13:12,12,13,Afternoon(12-16)
289,2827,City,29,Trip Completed,7/13/2016 5:18,7/13/2016 6:18,5,6,Early morning(05-08)
290,2945,Airport,29,Trip Completed,7/13/2016 6:34,7/13/2016 7:28,6,7,Early morning(05-08)
291,3365,City,29,Trip Completed,7/13/2016 13:47,7/13/2016 14:51,13,14,Afternoon(12-16)
292,3548,Airport,29,Trip Completed,7/13/2016 18:07,7/13/2016 19:12,18,19,Late evening(17-21)
293,3753,City,29,Trip Completed,7/13/2016 20:30,7/13/2016 21:42,20,21,Late evening(17-21)
294,4569,Airport,29,Trip Completed,7/14/2016 9:48,7/14/2016 10:49,9,10,Morning(09-11)
295,6309,Airport,29,Trip Completed,7/15/2016 18:29,7/15/2016 19:42,18,19,Late evening(17-21)
296,6437,City,29,Trip Completed,7/15/2016 19:53,7/15/2016 20:26,19,20,Late evening(17-21)
297,517,Airport,30,Trip Completed,7/11/2016 9:45,7/11/2016 10:24,9,10,Morning(09-11)
298,1406,Airport,30,Trip Completed,7/12/2016 3:02,7/12/2016 3:55,3,3,Mid-night(00-04)
299,1643,Airport,30,Trip Completed,7/12/2016 7:18,7/12/2016 8:10,7,8,Early morning(05-08)
300,2108,Airport,30,Trip Completed,7/12/2016 16:14,7/12/2016 16:48,16,16,Afternoon(12-16)
301,2647,City,30,Trip Completed,7/12/2016 22:46,7/12/2016 23:18,22,23,Night(22-24)
302,3129,City,30,Trip Completed,7/13/2016 8:41,7/13/2016 9:41,8,9,Early morning(05-08)
303,3738,Airport,30,Trip Completed,7/13/2016 20:15,7/13/2016 20:55,20,20,Late evening(17-21)
304,4422,Airport,30,Trip Completed,7/14/2016 8:13,7/14/2016 9:13,8,9,Early morning(05-08)
305,4790,City,30,Trip Completed,7/14/2016 16:43,7/14/2016 17:56,16,17,Afternoon(12-16)
306,5496,City,30,Trip Completed,7/15/2016 4:59,7/15/2016 5:34,4,5,Mid-night(00-04)
307,6484,Airport,30,Trip Completed,7/15/2016 20:19,7/15/2016 21:01,20,21,Late evening(17-21)
308,6731,Airport,30,Trip Completed,7/15/2016 23:23,7/16/2016 0:11,23,0,Night(22-24)
309,629,Airport,31,Trip Completed,7/11/2016 12:14,7/11/2016 13:00,12,13,Afternoon(12-16)
310,745,Airport,31,Trip Completed,7/11/2016 15:48,7/11/2016 16:45,15,16,Afternoon(12-16)
311,1064,City,31,Trip Completed,7/11/2016 19:53,7/11/2016 20:31,19,20,Late evening(17-21)
312,1886,Airport,31,Trip Completed,7/12/2016 10:10,7/12/2016 10:35,10,10,Morning(09-11)
313,5608,Airport,31,Trip Completed,7/15/2016 6:18,7/15/2016 7:07,6,7,Early morning(05-08)
314,5877,City,31,Trip Completed,7/15/2016 9:37,7/15/2016 10:08,9,10,Morning(09-11)
315,6100,Airport,31,Trip Completed,7/15/2016 14:44,7/15/2016 15:41,14,15,Afternoon(12-16)
316,6659,Airport,31,Trip Completed,7/15/2016 22:15,7/15/2016 23:07,22,23,Night(22-24)
317,2162,Airport,32,Trip Completed,7/12/2016 17:34,7/12/2016 18:33,17,18,Late evening(17-21)
318,3294,Airport,32,Trip Completed,7/13/2016 11:23,7/13/2016 12:14,11,12,Morning(09-11)
319,3686,City,32,Trip Completed,7/13/2016 19:33,7/13/2016 20:34,19,20,Late evening(17-21)
320,4784,City,32,Trip Completed,7/14/2016 16:41,7/14/2016 17:15,16,17,Afternoon(12-16)
321,5896,City,32,Trip Completed,7/15/2016 9:47,7/15/2016 10:32,9,10,Morning(09-11)
322,6190,City,32,Trip Completed,7/15/2016 17:11,7/15/2016 17:55,17,17,Late evening(17-21)
323,6551,City,32,Trip Completed,7/15/2016 21:03,7/15/2016 22:17,21,22,Late evening(17-21)
324,145,City,33,Trip Completed,7/11/2016 5:32,7/11/2016 6:37,5,6,Early morning(05-08)
325,735,City,33,Trip Completed,7/11/2016 15:27,7/11/2016 16:32,15,16,Afternoon(12-16)
326,918,Airport,33,Trip Completed,7/11/2016 18:22,7/11/2016 19:04,18,19,Late evening(17-21)
327,1478,City,33,Trip Completed,7/12/2016 5:16,7/12/2016 6:13,5,6,Early morning(05-08)
328,1957,City,33,Trip Completed,7/12/2016 11:45,7/12/2016 12:55,11,12,Morning(09-11)
329,3097,City,33,Trip Completed,7/13/2016 8:15,7/13/2016 9:12,8,9,Early morning(05-08)
330,3981,Airport,33,Trip Completed,7/13/2016 23:13,7/13/2016 23:38,23,23,Night(22-24)
331,4175,City,33,Trip Completed,7/14/2016 5:11,7/14/2016 6:15,5,6,Early morning(05-08)
332,6237,City,33,Trip Completed,7/15/2016 17:50,7/15/2016 18:49,17,18,Late evening(17-21)
333,738,City,34,Trip Completed,7/11/2016 15:30,7/11/2016 16:44,15,16,Afternoon(12-16)
334,2731,City,34,Trip Completed,7/13/2016 2:38,7/13/2016 3:16,2,3,Mid-night(00-04)
335,2863,Airport,34,Trip Completed,7/13/2016 5:46,7/13/2016 6:22,5,6,Early morning(05-08)
336,3528,Airport,34,Trip Completed,7/13/2016 17:50,7/13/2016 18:17,17,18,Late evening(17-21)
337,4653,City,34,Trip Completed,7/14/2016 11:58,7/14/2016 12:55,11,12,Morning(09-11)
338,5042,City,34,Trip Completed,7/14/2016 19:21,7/14/2016 20:05,19,20,Late evening(17-21)
339,360,Airport,35,Trip Completed,7/11/2016 8:02,7/11/2016 9:05,8,9,Early morning(05-08)
340,771,Airport,35,Trip Completed,7/11/2016 16:19,7/11/2016 17:34,16,17,Afternoon(12-16)
341,1274,City,35,Trip Completed,7/11/2016 22:01,7/11/2016 23:21,22,23,Night(22-24)
342,1501,City,35,Trip Completed,7/12/2016 5:41,7/12/2016 6:47,5,6,Early morning(05-08)
343,1972,City,35,Trip Completed,7/12/2016 12:22,7/12/2016 12:43,12,12,Afternoon(12-16)
344,2871,City,35,Trip Completed,7/13/2016 5:53,7/13/2016 7:00,5,7,Early morning(05-08)
345,3395,City,35,Trip Completed,7/13/2016 14:52,7/13/2016 15:33,14,15,Afternoon(12-16)
346,3572,City,35,Trip Completed,7/13/2016 18:25,7/13/2016 19:31,18,19,Late evening(17-21)
347,4118,Airport,35,Trip Completed,7/14/2016 4:28,7/14/2016 5:26,4,5,Mid-night(00-04)
348,4739,City,35,Trip Completed,7/14/2016 14:52,7/14/2016 15:37,14,15,Afternoon(12-16)
349,6556,City,35,Trip Completed,7/15/2016 21:09,7/15/2016 21:38,21,21,Late evening(17-21)
350,6677,Airport,35,Trip Completed,7/15/2016 22:29,7/15/2016 23:22,22,23,Night(22-24)
351,1104,Airport,36,Trip Completed,7/11/2016 20:17,7/11/2016 21:20,20,21,Late evening(17-21)
352,1596,Airport,36,Trip Completed,7/12/2016 6:39,7/12/2016 7:30,6,7,Early morning(05-08)
353,1835,Airport,36,Trip Completed,7/12/2016 9:35,7/12/2016 10:30,9,10,Morning(09-11)
354,2110,Airport,36,Trip Completed,7/12/2016 16:19,7/12/2016 17:12,16,17,Afternoon(12-16)
355,2759,Airport,36,Trip Completed,7/13/2016 3:50,7/13/2016 4:33,3,4,Mid-night(00-04)
356,3010,Airport,36,Trip Completed,7/13/2016 7:26,7/13/2016 8:40,7,8,Early morning(05-08)
357,3403,City,36,Trip Completed,7/13/2016 15:16,7/13/2016 15:45,15,15,Afternoon(12-16)
358,3856,Airport,36,Trip Completed,7/13/2016 21:34,7/13/2016 22:26,21,22,Late evening(17-21)
359,4472,City,36,Trip Completed,7/14/2016 8:39,7/14/2016 9:55,8,9,Early morning(05-08)
360,5199,City,36,Trip Completed,7/14/2016 20:50,7/14/2016 21:57,20,21,Late evening(17-21)
361,5612,City,36,Trip Completed,7/15/2016 6:15,7/15/2016 7:17,6,7,Early morning(05-08)
362,6614,Airport,36,Trip Completed,7/15/2016 21:40,7/15/2016 22:56,21,22,Late evening(17-21)
363,191,Airport,37,Trip Completed,7/11/2016 5:55,7/11/2016 6:45,5,6,Early morning(05-08)
364,333,City,37,Trip Completed,7/11/2016 7:43,7/11/2016 8:53,7,8,Early morning(05-08)
365,488,Airport,37,Trip Completed,7/11/2016 9:35,7/11/2016 10:20,9,10,Morning(09-11)
366,1780,City,37,Trip Completed,7/12/2016 8:58,7/12/2016 9:45,8,9,Early morning(05-08)
367,2235,Airport,37,Trip Completed,7/12/2016 18:12,7/12/2016 19:14,18,19,Late evening(17-21)
368,2516,City,37,Trip Completed,7/12/2016 21:05,7/12/2016 22:18,21,22,Late evening(17-21)
369,4209,City,37,Trip Completed,7/14/2016 5:37,7/14/2016 6:42,5,6,Early morning(05-08)
370,4726,City,37,Trip Completed,7/14/2016 13:52,7/14/2016 15:04,13,15,Afternoon(12-16)
371,5088,Airport,37,Trip Completed,7/14/2016 19:52,7/14/2016 21:06,19,21,Late evening(17-21)
372,5352,Airport,37,Trip Completed,7/14/2016 23:01,7/14/2016 23:45,23,23,Night(22-24)
373,6024,Airport,37,Trip Completed,7/15/2016 12:43,7/15/2016 13:55,12,13,Afternoon(12-16)
374,6196,Airport,37,Trip Completed,7/15/2016 17:19,7/15/2016 18:03,17,18,Late evening(17-21)
375,6297,City,37,Trip Completed,7/15/2016 18:21,7/15/2016 18:57,18,18,Late evening(17-21)
376,125,City,38,Trip Completed,7/11/2016 5:12,7/11/2016 6:17,5,6,Early morning(05-08)
377,1611,City,38,Trip Completed,7/12/2016 6:49,7/12/2016 7:44,6,7,Early morning(05-08)
378,1814,City,38,Trip Completed,7/12/2016 9:19,7/12/2016 9:59,9,9,Morning(09-11)
379,3088,City,38,Trip Completed,7/13/2016 8:12,7/13/2016 9:01,8,9,Early morning(05-08)
380,3384,Airport,38,Trip Completed,7/13/2016 14:40,7/13/2016 15:34,14,15,Afternoon(12-16)
381,4218,Airport,38,Trip Completed,7/14/2016 5:38,7/14/2016 6:24,5,6,Early morning(05-08)
382,5757,City,38,Trip Completed,7/15/2016 8:12,7/15/2016 9:17,8,9,Early morning(05-08)
383,5958,Airport,38,Trip Completed,7/15/2016 10:48,7/15/2016 11:49,10,11,Morning(09-11)
384,6314,City,38,Trip Completed,7/15/2016 18:31,7/15/2016 19:30,18,19,Late evening(17-21)
385,249,City,39,Trip Completed,7/11/2016 6:31,7/11/2016 7:14,6,7,Early morning(05-08)
386,728,City,39,Trip Completed,7/11/2016 15:05,7/11/2016 16:09,15,16,Afternoon(12-16)
387,3042,City,39,Trip Completed,7/13/2016 7:38,7/13/2016 8:32,7,8,Early morning(05-08)
388,3620,City,39,Trip Completed,7/13/2016 18:54,7/13/2016 20:08,18,20,Late evening(17-21)
389,4276,City,39,Trip Completed,7/14/2016 6:22,7/14/2016 7:23,6,7,Early morning(05-08)
390,4735,City,39,Trip Completed,7/14/2016 14:43,7/14/2016 15:51,14,15,Afternoon(12-16)
391,1353,Airport,40,Trip Completed,7/11/2016 23:51,7/12/2016 0:34,23,0,Night(22-24)
392,1568,City,40,Trip Completed,7/12/2016 6:18,7/12/2016 6:52,6,6,Early morning(05-08)
393,2465,City,40,Trip Completed,7/12/2016 20:38,7/12/2016 21:37,20,21,Late evening(17-21)
394,3688,City,40,Trip Completed,7/13/2016 19:39,7/13/2016 20:40,19,20,Late evening(17-21)
395,4727,City,40,Trip Completed,7/14/2016 14:06,7/14/2016 15:02,14,15,Afternoon(12-16)
396,5348,City,40,Trip Completed,7/14/2016 22:50,7/14/2016 23:45,22,23,Night(22-24)
397,6537,Airport,40,Trip Completed,7/15/2016 20:52,7/15/2016 22:03,20,22,Late evening(17-21)
398,1941,Airport,41,Trip Completed,7/12/2016 11:29,7/12/2016 12:09,11,12,Morning(09-11)
399,3766,Airport,41,Trip Completed,7/13/2016 20:33,7/13/2016 21:24,20,21,Late evening(17-21)
400,4243,Airport,41,Trip Completed,7/14/2016 6:02,7/14/2016 6:37,6,6,Early morning(05-08)
401,4717,Airport,41,Trip Completed,7/14/2016 13:42,7/14/2016 14:36,13,14,Afternoon(12-16)
402,5682,City,41,Trip Completed,7/15/2016 7:16,7/15/2016 8:24,7,8,Early morning(05-08)
403,6343,City,41,Trip Completed,7/15/2016 18:44,7/15/2016 19:21,18,19,Late evening(17-21)
404,6726,Airport,41,Trip Completed,7/15/2016 23:22,7/16/2016 0:12,23,0,Night(22-24)
405,238,City,42,Trip Completed,7/11/2016 6:27,7/11/2016 7:15,6,7,Early morning(05-08)
406,2624,City,42,Trip Completed,7/12/2016 22:16,7/12/2016 23:17,22,23,Night(22-24)
407,2787,City,42,Trip Completed,7/13/2016 4:54,7/13/2016 5:29,4,5,Mid-night(00-04)
408,3992,City,42,Trip Completed,7/13/2016 23:24,7/14/2016 0:04,23,0,Night(22-24)
409,4974,City,42,Trip Completed,7/14/2016 18:44,7/14/2016 19:16,18,19,Late evening(17-21)
410,5478,Airport,42,Trip Completed,7/15/2016 4:43,7/15/2016 5:44,4,5,Mid-night(00-04)
411,5641,City,42,Trip Completed,7/15/2016 6:46,7/15/2016 7:16,6,7,Early morning(05-08)
412,128,City,43,Trip Completed,7/11/2016 5:12,7/11/2016 5:48,5,5,Early morning(05-08)
413,627,City,43,Trip Completed,7/11/2016 12:12,7/11/2016 13:10,12,13,Afternoon(12-16)
414,1766,Airport,43,Trip Completed,7/12/2016 8:45,7/12/2016 9:52,8,9,Early morning(05-08)
415,2089,City,43,Trip Completed,7/12/2016 15:49,7/12/2016 16:32,15,16,Afternoon(12-16)
416,3565,City,43,Trip Completed,7/13/2016 18:13,7/13/2016 18:50,18,18,Late evening(17-21)
417,3954,Airport,43,Trip Completed,7/13/2016 22:43,7/14/2016 0:03,22,0,Night(22-24)
418,4204,City,43,Trip Completed,7/14/2016 5:36,7/14/2016 6:23,5,6,Early morning(05-08)
419,4651,City,43,Trip Completed,7/14/2016 11:54,7/14/2016 12:47,11,12,Morning(09-11)
420,5814,City,43,Trip Completed,7/15/2016 8:43,7/15/2016 9:55,8,9,Early morning(05-08)
421,6062,City,43,Trip Completed,7/15/2016 13:48,7/15/2016 14:51,13,14,Afternoon(12-16)
422,118,Airport,44,Trip Completed,7/11/2016 5:11,7/11/2016 5:52,5,5,Early morning(05-08)
423,339,Airport,44,Trip Completed,7/11/2016 7:49,7/11/2016 8:45,7,8,Early morning(05-08)
424,766,City,44,Trip Completed,7/11/2016 16:23,7/11/2016 17:27,16,17,Afternoon(12-16)
425,1133,Airport,44,Trip Completed,7/11/2016 20:27,7/11/2016 21:31,20,21,Late evening(17-21)
426,2458,City,44,Trip Completed,7/12/2016 20:33,7/12/2016 21:33,20,21,Late evening(17-21)
427,3060,Airport,44,Trip Completed,7/13/2016 7:56,7/13/2016 9:12,7,9,Early morning(05-08)
428,3653,City,44,Trip Completed,7/13/2016 19:18,7/13/2016 19:51,19,19,Late evening(17-21)
429,4321,City,44,Trip Completed,7/14/2016 6:56,7/14/2016 7:47,6,7,Early morning(05-08)
430,5672,Airport,44,Trip Completed,7/15/2016 7:07,7/15/2016 7:59,7,7,Early morning(05-08)
431,1698,City,45,Trip Completed,7/12/2016 7:56,7/12/2016 8:56,7,8,Early morning(05-08)
432,2098,City,45,Trip Completed,7/12/2016 16:12,7/12/2016 16:42,16,16,Afternoon(12-16)
433,2733,City,45,Trip Completed,7/13/2016 2:37,7/13/2016 3:45,2,3,Mid-night(00-04)
434,2917,Airport,45,Trip Completed,7/13/2016 6:21,7/13/2016 6:53,6,6,Early morning(05-08)
435,3151,Airport,45,Trip Completed,7/13/2016 9:00,7/13/2016 9:38,9,9,Morning(09-11)
436,3358,City,45,Trip Completed,7/13/2016 13:30,7/13/2016 14:38,13,14,Afternoon(12-16)
437,5435,City,45,Trip Completed,7/15/2016 2:52,7/15/2016 3:43,2,3,Mid-night(00-04)
438,5717,Airport,45,Trip Completed,7/15/2016 7:41,7/15/2016 8:24,7,8,Early morning(05-08)
439,635,Airport,46,Trip Completed,7/11/2016 12:25,7/11/2016 13:29,12,13,Afternoon(12-16)
440,1275,Airport,46,Trip Completed,7/11/2016 22:05,7/11/2016 23:02,22,23,Night(22-24)
441,1562,Airport,46,Trip Completed,7/12/2016 6:16,7/12/2016 7:15,6,7,Early morning(05-08)
442,2908,Airport,46,Trip Completed,7/13/2016 6:14,7/13/2016 7:17,6,7,Early morning(05-08)
443,3414,City,46,Trip Completed,7/13/2016 15:28,7/13/2016 16:44,15,16,Afternoon(12-16)
444,3638,Airport,46,Trip Completed,7/13/2016 19:09,7/13/2016 19:58,19,19,Late evening(17-21)
445,5132,Airport,46,Trip Completed,7/14/2016 20:11,7/14/2016 20:40,20,20,Late evening(17-21)
446,5422,City,46,Trip Completed,7/15/2016 2:09,7/15/2016 3:09,2,3,Mid-night(00-04)
447,5724,City,46,Trip Completed,7/15/2016 7:40,7/15/2016 8:48,7,8,Early morning(05-08)
448,6026,Airport,46,Trip Completed,7/15/2016 12:50,7/15/2016 13:35,12,13,Afternoon(12-16)
449,6416,City,46,Trip Completed,7/15/2016 19:42,7/15/2016 20:27,19,20,Late evening(17-21)
450,995,Airport,47,Trip Completed,7/11/2016 19:11,7/11/2016 19:33,19,19,Late evening(17-21)
451,1771,City,47,Trip Completed,7/12/2016 8:56,7/12/2016 9:27,8,9,Early morning(05-08)
452,2729,Airport,47,Trip Completed,7/13/2016 2:36,7/13/2016 3:03,2,3,Mid-night(00-04)
453,3416,City,47,Trip Completed,7/13/2016 15:31,7/13/2016 16:06,15,16,Afternoon(12-16)
454,4286,City,47,Trip Completed,7/14/2016 6:35,7/14/2016 7:35,6,7,Early morning(05-08)
455,5012,Airport,47,Trip Completed,7/14/2016 18:59,7/14/2016 20:05,18,20,Late evening(17-21)
456,6761,Airport,47,Trip Completed,7/15/2016 0:05,7/15/2016 0:47,0,0,Mid-night(00-04)
457,5638,City,47,Trip Completed,7/15/2016 6:40,7/15/2016 7:18,6,7,Early morning(05-08)
458,6191,Airport,47,Trip Completed,7/15/2016 17:17,7/15/2016 18:16,17,18,Late evening(17-21)
459,443,City,48,Trip Completed,7/11/2016 9:05,7/11/2016 9:45,9,9,Morning(09-11)
460,1299,City,48,Trip Completed,7/11/2016 22:22,7/11/2016 23:06,22,23,Night(22-24)
461,1637,Airport,48,Trip Completed,7/12/2016 7:09,7/12/2016 8:15,7,8,Early morning(05-08)
462,2099,Airport,48,Trip Completed,7/12/2016 16:03,7/12/2016 17:16,16,17,Afternoon(12-16)
463,2349,Airport,48,Trip Completed,7/12/2016 19:22,7/12/2016 20:07,19,20,Late evening(17-21)
464,3081,City,48,Trip Completed,7/13/2016 8:10,7/13/2016 8:47,8,8,Early morning(05-08)
465,3555,Airport,48,Trip Completed,7/13/2016 18:08,7/13/2016 19:07,18,19,Late evening(17-21)
466,3798,City,48,Trip Completed,7/13/2016 20:55,7/13/2016 21:41,20,21,Late evening(17-21)
467,3982,Airport,48,Trip Completed,7/13/2016 23:16,7/14/2016 0:34,23,0,Night(22-24)
468,4082,Airport,48,Trip Completed,7/14/2016 2:37,7/14/2016 3:23,2,3,Mid-night(00-04)
469,4672,City,48,Trip Completed,7/14/2016 12:36,7/14/2016 13:47,12,13,Afternoon(12-16)
470,4937,City,48,Trip Completed,7/14/2016 18:22,7/14/2016 19:14,18,19,Late evening(17-21)
471,5594,Airport,48,Trip Completed,7/15/2016 6:05,7/15/2016 7:02,6,7,Early morning(05-08)
472,540,City,49,Trip Completed,7/11/2016 9:56,7/11/2016 10:52,9,10,Morning(09-11)
473,1533,City,49,Trip Completed,7/12/2016 5:56,7/12/2016 6:32,5,6,Early morning(05-08)
474,2359,City,49,Trip Completed,7/12/2016 19:31,7/12/2016 20:28,19,20,Late evening(17-21)
475,2603,City,49,Trip Completed,7/12/2016 22:00,7/12/2016 22:51,22,22,Night(22-24)
476,2965,Airport,49,Trip Completed,7/13/2016 6:56,7/13/2016 7:25,6,7,Early morning(05-08)
477,4002,City,49,Trip Completed,7/13/2016 23:39,7/14/2016 0:50,23,0,Night(22-24)
478,4364,Airport,49,Trip Completed,7/14/2016 7:26,7/14/2016 8:07,7,8,Early morning(05-08)
479,4614,Airport,49,Trip Completed,7/14/2016 10:51,7/14/2016 11:28,10,11,Morning(09-11)
480,5235,Airport,49,Trip Completed,7/14/2016 21:08,7/14/2016 22:00,21,22,Late evening(17-21)
481,5979,Airport,49,Trip Completed,7/15/2016 11:35,7/15/2016 12:11,11,12,Morning(09-11)
482,6145,Airport,49,Trip Completed,7/15/2016 16:08,7/15/2016 17:20,16,17,Afternoon(12-16)
483,6363,Airport,49,Trip Completed,7/15/2016 19:07,7/15/2016 19:46,19,19,Late evening(17-21)
484,2481,City,50,Trip Completed,7/12/2016 20:40,7/12/2016 21:37,20,21,Late evening(17-21)
485,3328,Airport,50,Trip Completed,7/13/2016 12:28,7/13/2016 13:10,12,13,Afternoon(12-16)
486,3908,Airport,50,Trip Completed,7/13/2016 22:07,7/13/2016 23:15,22,23,Night(22-24)
487,4416,City,50,Trip Completed,7/14/2016 8:12,7/14/2016 9:08,8,9,Early morning(05-08)
488,4966,Airport,50,Trip Completed,7/14/2016 18:35,7/14/2016 19:19,18,19,Late evening(17-21)
489,5243,City,50,Trip Completed,7/14/2016 21:12,7/14/2016 22:15,21,22,Late evening(17-21)
490,5697,City,50,Trip Completed,7/15/2016 7:32,7/15/2016 8:12,7,8,Early morning(05-08)
491,5864,Airport,50,Trip Completed,7/15/2016 9:22,7/15/2016 10:18,9,10,Morning(09-11)
492,6530,Airport,50,Trip Completed,7/15/2016 20:51,7/15/2016 21:30,20,21,Late evening(17-21)
493,686,City,51,Trip Completed,7/11/2016 13:44,7/11/2016 14:30,13,14,Afternoon(12-16)
494,777,Airport,51,Trip Completed,7/11/2016 16:41,7/11/2016 17:32,16,17,Afternoon(12-16)
495,1455,Airport,51,Trip Completed,7/12/2016 4:56,7/12/2016 5:27,4,5,Mid-night(00-04)
496,1906,Airport,51,Trip Completed,7/12/2016 10:38,7/12/2016 11:22,10,11,Morning(09-11)
497,2432,Airport,51,Trip Completed,7/12/2016 20:15,7/12/2016 20:59,20,20,Late evening(17-21)
498,2977,Airport,51,Trip Completed,7/13/2016 6:52,7/13/2016 7:47,6,7,Early morning(05-08)
499,3964,City,51,Trip Completed,7/13/2016 22:53,7/13/2016 23:34,22,23,Night(22-24)
500,4182,Airport,51,Trip Completed,7/14/2016 5:24,7/14/2016 6:24,5,6,Early morning(05-08)
501,4679,City,51,Trip Completed,7/14/2016 12:44,7/14/2016 13:39,12,13,Afternoon(12-16)
502,4997,City,51,Trip Completed,7/14/2016 18:57,7/14/2016 19:41,18,19,Late evening(17-21)
503,5600,City,51,Trip Completed,7/15/2016 6:09,7/15/2016 7:12,6,7,Early morning(05-08)
504,5910,Airport,51,Trip Completed,7/15/2016 10:00,7/15/2016 10:52,10,10,Morning(09-11)
505,6597,Airport,51,Trip Completed,7/15/2016 21:35,7/15/2016 22:21,21,22,Late evening(17-21)
506,64,City,52,Trip Completed,7/11/2016 4:16,7/11/2016 5:28,4,5,Mid-night(00-04)
507,687,Airport,52,Trip Completed,7/11/2016 13:41,7/11/2016 14:25,13,14,Afternoon(12-16)
508,1625,City,52,Trip Completed,7/12/2016 7:01,7/12/2016 7:49,7,7,Early morning(05-08)
509,1958,Airport,52,Trip Completed,7/12/2016 11:41,7/12/2016 12:35,11,12,Morning(09-11)
510,2160,Airport,52,Trip Completed,7/12/2016 17:32,7/12/2016 18:07,17,18,Late evening(17-21)
511,2517,Airport,52,Trip Completed,7/12/2016 21:04,7/12/2016 22:20,21,22,Late evening(17-21)
512,2894,City,52,Trip Completed,7/13/2016 6:01,7/13/2016 7:13,6,7,Early morning(05-08)
